"scope_role","object_type","schema_name","object_name","status","dev_definition_sha","production_definition_sha","release_action"
"DEPENDENCY_TABLE","constraint","public","teams.teams_abbreviation_key","MATCH","73bb8c308e20","73bb8c308e20","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","teams.teams_club_id_fkey","MATCH","e7dc27b14b5e","e7dc27b14b5e","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","teams.teams_division_id_fkey","MATCH","8b19d4ded96a","8b19d4ded96a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","teams.teams_home_venue_id_fkey","MATCH","769d958c0816","769d958c0816","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","teams.teams_pkey","MATCH","fe1e19c12770","fe1e19c12770","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","user_roles.user_roles_association_id_fkey","MATCH","3409252de0c4","3409252de0c4","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","user_roles.user_roles_club_id_fkey","MATCH","b07f254dc653","b07f254dc653","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","user_roles.user_roles_pkey","MATCH","9116e8c64e17","9116e8c64e17","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","user_roles.user_roles_team_id_fkey","MATCH","9d22b1944db7","9d22b1944db7","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","user_roles.user_roles_umpire_association_scope_check","DEV_ONLY","a62b1fc43878","","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","user_roles.user_roles_user_id_fkey","MATCH","73e66f97670c","73e66f97670c","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","user_roles.user_roles_user_id_role_association_id_club_id_team_id_key","MATCH","5f7252b52d65","5f7252b52d65","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","associations_abbreviation_key","MATCH","c3891a4b55d0","c3891a4b55d0","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","associations_pkey","MATCH","edf9a0bbde5f","edf9a0bbde5f","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","clubs_abbreviation_key","MATCH","5fe5a26da886","5fe5a26da886","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","clubs_pkey","MATCH","67737a31a006","67737a31a006","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","divisions_pkey","MATCH","c116a4167f26","c116a4167f26","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_clubs_association","MATCH","399c41ac6b98","399c41ac6b98","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_divisions_association","MATCH","9793e7167f9b","9793e7167f9b","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_divisions_season","MATCH","0de61447bcdd","0de61447bcdd","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_requests_requester","MATCH","e6e7dd69f490","e6e7dd69f490","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_requests_status","MATCH","39c5871ed86a","39c5871ed86a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_requests_target_user","MATCH","37a475d4ffd1","37a475d4ffd1","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_requests_team","MATCH","72804c8e85b0","72804c8e85b0","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_team_memberships_invited_by_fk","DEV_ONLY","de8f592c8a87","","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_team_memberships_team","MATCH","f845fd97d729","f845fd97d729","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_team_memberships_user","MATCH","f60ad3e89c59","f60ad3e89c59","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_teams_club","MATCH","21542e970247","21542e970247","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_teams_division","MATCH","e0c505734934","e0c505734934","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_user_roles_association","MATCH","ef734f08f7b7","ef734f08f7b7","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_user_roles_club","MATCH","cab5dc1f8dea","cab5dc1f8dea","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_user_roles_team","MATCH","67ccaddc2a66","67ccaddc2a66","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","idx_user_roles_user","MATCH","458f7e9bf708","458f7e9bf708","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","profiles_pkey","MATCH","a3ddcd34b344","a3ddcd34b344","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","profiles_registered_club_id_idx","MATCH","78d0e50de165","78d0e50de165","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","profiles_revsports_player_id_key","MATCH","3ff34b7dd593","3ff34b7dd593","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","requests_pkey","MATCH","3d90985add39","3d90985add39","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","team_memberships_pkey","MATCH","525f6111ff93","525f6111ff93","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","teams_abbreviation_key","MATCH","6478c8d99433","6478c8d99433","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","teams_pkey","MATCH","9a5e23ad750b","9a5e23ad750b","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","user_roles_pkey","MATCH","e37cca3eea13","e37cca3eea13","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","user_roles_safety_scope_idx","MATCH","10f56f966954","10f56f966954","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","index","public","user_roles_user_id_role_association_id_club_id_team_id_key","MATCH","614bc1c20965","614bc1c20965","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","associations.associations_read","MATCH","c0de0d876eeb","c0de0d876eeb","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","associations.associations_write","MATCH","74de1909ffd5","74de1909ffd5","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","clubs.clubs_read","MATCH","800fb0cb5b0d","800fb0cb5b0d","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","clubs.clubs_write","MATCH","b7d51f050010","b7d51f050010","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","divisions.divisions_read","MATCH","fc01901a82f9","fc01901a82f9","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","divisions.divisions_write","MATCH","f98cf83081f2","f98cf83081f2","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","profiles.profiles_insert_own","DIFFERENT","e55178338bd9","7d143c461c48","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","profiles.profiles_read","DIFFERENT","378ae64ba594","28444b3ff56d","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","profiles.profiles_update_own","DIFFERENT","a4b5842efdeb","7535495172a2","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","requests.requests_association_admin_read","DIFFERENT","0539cf26c68d","ac27d0fe9438","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","requests.requests_association_admin_write","DIFFERENT","40077c2bd8eb","9132c9feed52","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","requests.requests_club_admin_read","DIFFERENT","c812b0656c1f","6eabf609a725","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","requests.requests_club_admin_write","DIFFERENT","40fddcf20016","08f9499c92fe","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","requests.requests_insert_as_requester","DIFFERENT","35bc9ed6a200","96efcdd45f3f","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","requests.requests_player_select","DIFFERENT","5da4c8556304","ef2769d6f6c5","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","requests.requests_player_update","DIFFERENT","aebdb63b30a8","4c87c2f4a498","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","requests.requests_super_admin_all","MATCH","ba656f0b624d","ba656f0b624d","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","requests.requests_team_manager_read","DIFFERENT","3584fb0bbd99","ef25073ce11a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","requests.requests_team_manager_write","DIFFERENT","721b9a7b3d96","1f422fd12a67","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","team_memberships.team_memberships_own","DIFFERENT","2116c5b6f9a8","70522a7369f0","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","team_memberships.team_memberships_read","DIFFERENT","ccfc787c66f8","2d473e8f381f","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","teams.teams_read","MATCH","47e299905e8a","47e299905e8a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","teams.teams_write","MATCH","e322c53ca758","e322c53ca758","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","user_roles.user_roles_read","DIFFERENT","3d2b4fe2631a","79ca68880e1d","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","policy","public","user_roles.user_roles_write","MATCH","c0ddcc08a3d4","c0ddcc08a3d4","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.anon.DELETE","MATCH","9f590691dfbe","9f590691dfbe","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.anon.INSERT","MATCH","12026165ff41","12026165ff41","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.anon.REFERENCES","MATCH","4485249f07c8","4485249f07c8","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.anon.SELECT","MATCH","c2d95f3352ea","c2d95f3352ea","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.anon.TRIGGER","MATCH","0b4f04c2d9cd","0b4f04c2d9cd","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.anon.TRUNCATE","MATCH","ab687fa3307b","ab687fa3307b","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.anon.UPDATE","MATCH","45c16e691293","45c16e691293","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.authenticated.DELETE","MATCH","cb72210fd60a","cb72210fd60a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.authenticated.INSERT","MATCH","924e3fe73114","924e3fe73114","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.authenticated.REFERENCES","MATCH","443e496382cc","443e496382cc","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.authenticated.SELECT","MATCH","5b76770fb1d3","5b76770fb1d3","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.authenticated.TRIGGER","MATCH","715dee6db2e5","715dee6db2e5","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.authenticated.TRUNCATE","MATCH","4726dcb624e5","4726dcb624e5","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.authenticated.UPDATE","MATCH","5b9434267022","5b9434267022","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.postgres.DELETE","MATCH","3e9b3154247b","3e9b3154247b","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.postgres.INSERT","MATCH","8f9dedcccba2","8f9dedcccba2","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.postgres.REFERENCES","MATCH","30da145e0291","30da145e0291","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.postgres.SELECT","MATCH","36ae15b3153f","36ae15b3153f","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.postgres.TRIGGER","MATCH","50c49ceba766","50c49ceba766","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.postgres.TRUNCATE","MATCH","8a89d2fb2ae7","8a89d2fb2ae7","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.postgres.UPDATE","MATCH","250d94cdb6b1","250d94cdb6b1","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.service_role.DELETE","MATCH","65555f7fa1da","65555f7fa1da","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.service_role.INSERT","MATCH","8e4e8f970ab9","8e4e8f970ab9","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.service_role.REFERENCES","MATCH","fb1f7b42779b","fb1f7b42779b","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.service_role.SELECT","MATCH","23dd1458ed94","23dd1458ed94","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.service_role.TRIGGER","MATCH","e017d8bfb747","e017d8bfb747","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.service_role.TRUNCATE","MATCH","a4c5a60793e3","a4c5a60793e3","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","associations.service_role.UPDATE","MATCH","1a6a0be0e1d3","1a6a0be0e1d3","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.anon.DELETE","MATCH","afa51a83daf8","afa51a83daf8","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.anon.INSERT","MATCH","586b8935f979","586b8935f979","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.anon.REFERENCES","MATCH","4416b3995beb","4416b3995beb","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.anon.SELECT","MATCH","27d370b67d4e","27d370b67d4e","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.anon.TRIGGER","MATCH","a9b016383321","a9b016383321","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.anon.TRUNCATE","MATCH","68fc7bdd58c7","68fc7bdd58c7","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.anon.UPDATE","MATCH","f7f606010903","f7f606010903","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.authenticated.DELETE","MATCH","c0dd8d121435","c0dd8d121435","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.authenticated.INSERT","MATCH","abe0ba5d7d1c","abe0ba5d7d1c","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.authenticated.REFERENCES","MATCH","0f25c71edce7","0f25c71edce7","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.authenticated.SELECT","MATCH","a6663daf3d08","a6663daf3d08","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.authenticated.TRIGGER","MATCH","e470c3f18eeb","e470c3f18eeb","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.authenticated.TRUNCATE","MATCH","d33af90428cc","d33af90428cc","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.authenticated.UPDATE","MATCH","ed8adf4b167c","ed8adf4b167c","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.postgres.DELETE","MATCH","6406cf4854d4","6406cf4854d4","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.postgres.INSERT","MATCH","8f9e5e54cafc","8f9e5e54cafc","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.postgres.REFERENCES","MATCH","ad47d8641ad7","ad47d8641ad7","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.postgres.SELECT","MATCH","ded1b370edaf","ded1b370edaf","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.postgres.TRIGGER","MATCH","9e27e72bcd90","9e27e72bcd90","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.postgres.TRUNCATE","MATCH","4198c2a72856","4198c2a72856","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.postgres.UPDATE","MATCH","e3818080fe29","e3818080fe29","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.service_role.DELETE","MATCH","68afe240ac70","68afe240ac70","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.service_role.INSERT","MATCH","676b01d17d03","676b01d17d03","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.service_role.REFERENCES","MATCH","fe78cc984e9a","fe78cc984e9a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.service_role.SELECT","MATCH","e65a6dc1b393","e65a6dc1b393","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.service_role.TRIGGER","MATCH","69dd6ee1fc32","69dd6ee1fc32","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.service_role.TRUNCATE","MATCH","d7db81e47e74","d7db81e47e74","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","clubs.service_role.UPDATE","MATCH","f27ec84137a5","f27ec84137a5","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.anon.DELETE","MATCH","b8a80b1a0f40","b8a80b1a0f40","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.anon.INSERT","MATCH","2929e87da440","2929e87da440","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.anon.REFERENCES","MATCH","41513af1939b","41513af1939b","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.anon.SELECT","MATCH","40758f0a0c4c","40758f0a0c4c","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.anon.TRIGGER","MATCH","d004b943eb8a","d004b943eb8a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.anon.TRUNCATE","MATCH","dc07928c7e5e","dc07928c7e5e","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.anon.UPDATE","MATCH","9fb44242b2b9","9fb44242b2b9","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.authenticated.DELETE","MATCH","09b6f05a4e43","09b6f05a4e43","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.authenticated.INSERT","MATCH","b2d0c1a73141","b2d0c1a73141","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.authenticated.REFERENCES","MATCH","0fcb016de1e8","0fcb016de1e8","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.authenticated.SELECT","MATCH","d81c1112d1ff","d81c1112d1ff","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.authenticated.TRIGGER","MATCH","83ab0e69eaca","83ab0e69eaca","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.authenticated.TRUNCATE","MATCH","91f0fc2b87f0","91f0fc2b87f0","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.authenticated.UPDATE","MATCH","a8d96d3a18e4","a8d96d3a18e4","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.postgres.DELETE","MATCH","8ebbe0504faa","8ebbe0504faa","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.postgres.INSERT","MATCH","136406a796ee","136406a796ee","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.postgres.REFERENCES","MATCH","869210caf9ce","869210caf9ce","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.postgres.SELECT","MATCH","fc53e4b1e01a","fc53e4b1e01a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.postgres.TRIGGER","MATCH","5a6e491e776e","5a6e491e776e","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.postgres.TRUNCATE","MATCH","90f8f631393d","90f8f631393d","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.postgres.UPDATE","MATCH","94204e0ee1ab","94204e0ee1ab","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.service_role.DELETE","MATCH","2bf028c068fa","2bf028c068fa","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.service_role.INSERT","MATCH","973d8399447d","973d8399447d","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.service_role.REFERENCES","MATCH","a8cfcc15050e","a8cfcc15050e","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.service_role.SELECT","MATCH","8865002bbc4c","8865002bbc4c","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.service_role.TRIGGER","MATCH","c8851512d53a","c8851512d53a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.service_role.TRUNCATE","MATCH","70b3c076300e","70b3c076300e","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","divisions.service_role.UPDATE","MATCH","83f6aaf4895b","83f6aaf4895b","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.anon.DELETE","MATCH","241a5bf62ed2","241a5bf62ed2","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.anon.INSERT","MATCH","7d26cd26c28a","7d26cd26c28a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.anon.REFERENCES","MATCH","f9f5e0dac394","f9f5e0dac394","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.anon.SELECT","MATCH","4fbd65aedc97","4fbd65aedc97","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.anon.TRIGGER","MATCH","146663020286","146663020286","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.anon.TRUNCATE","MATCH","94a835f76528","94a835f76528","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.anon.UPDATE","MATCH","1204b29e1be3","1204b29e1be3","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.authenticated.DELETE","MATCH","5329ea2a511c","5329ea2a511c","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.authenticated.INSERT","MATCH","edb1ffc5892d","edb1ffc5892d","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.authenticated.REFERENCES","MATCH","0483b31b533c","0483b31b533c","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.authenticated.SELECT","MATCH","3b43e927dfce","3b43e927dfce","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.authenticated.TRIGGER","MATCH","2dfb35fdf51b","2dfb35fdf51b","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.authenticated.TRUNCATE","MATCH","bba8d9545093","bba8d9545093","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.authenticated.UPDATE","MATCH","dae2b8d9002f","dae2b8d9002f","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.postgres.DELETE","MATCH","a73cc93eec91","a73cc93eec91","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.postgres.INSERT","MATCH","b564ffb68da5","b564ffb68da5","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.postgres.REFERENCES","MATCH","fb62cc28416c","fb62cc28416c","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.postgres.SELECT","MATCH","d034cd54a25e","d034cd54a25e","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.postgres.TRIGGER","MATCH","131e1c6e4039","131e1c6e4039","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.postgres.TRUNCATE","MATCH","9d218903a913","9d218903a913","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.postgres.UPDATE","MATCH","ef78af7411c8","ef78af7411c8","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.service_role.DELETE","MATCH","8486a49f793a","8486a49f793a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.service_role.INSERT","MATCH","81112f38f1bc","81112f38f1bc","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.service_role.REFERENCES","MATCH","000829c15021","000829c15021","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","table_grant","public","profiles.service_role.SELECT","MATCH","30f3f1e430f2","30f3f1e430f2","VERIFY_DEPENDENCY_ONLY"
