"scope_role","object_type","schema_name","object_name","status","dev_definition_sha","production_definition_sha","release_action"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.postgres.REFERENCES","DEV_ONLY","15e93816f316","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.postgres.SELECT","DEV_ONLY","178cd7e1e4a7","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.postgres.TRIGGER","DEV_ONLY","9adb8c9daca4","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.postgres.TRUNCATE","DEV_ONLY","e983f99ddc3a","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.postgres.UPDATE","DEV_ONLY","a1db11a8534f","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.service_role.DELETE","DEV_ONLY","610aa9f62943","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.service_role.INSERT","DEV_ONLY","8ce08e966d63","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.service_role.REFERENCES","DEV_ONLY","a184a737c695","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.service_role.SELECT","DEV_ONLY","ad507726b616","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.service_role.TRIGGER","DEV_ONLY","d934c311061f","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.service_role.TRUNCATE","DEV_ONLY","c0915f0f727c","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_assignments.service_role.UPDATE","DEV_ONLY","aada4866ad3e","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.authenticated.SELECT","DEV_ONLY","d84d53cb9999","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.postgres.DELETE","DEV_ONLY","7bceea849bb3","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.postgres.INSERT","DEV_ONLY","c0854cd8a171","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.postgres.REFERENCES","DEV_ONLY","abe87ba35b62","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.postgres.SELECT","DEV_ONLY","88f5e4d64a66","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.postgres.TRIGGER","DEV_ONLY","ea6dcee3a1c0","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.postgres.TRUNCATE","DEV_ONLY","0fe581d612e2","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.postgres.UPDATE","DEV_ONLY","711e7dbc31cc","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.service_role.DELETE","DEV_ONLY","8bcde24621ce","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.service_role.INSERT","DEV_ONLY","b4502a10e3f3","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.service_role.REFERENCES","DEV_ONLY","d61c35755b58","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.service_role.SELECT","DEV_ONLY","cff0725f0f64","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.service_role.TRIGGER","DEV_ONLY","0472d1885fac","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.service_role.TRUNCATE","DEV_ONLY","27c50b807b00","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_catalogue.service_role.UPDATE","DEV_ONLY","f533f3778808","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.postgres.DELETE","DEV_ONLY","96497a47e1f6","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.postgres.INSERT","DEV_ONLY","d8a66fe9238c","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.postgres.REFERENCES","DEV_ONLY","a89c500a0b60","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.postgres.SELECT","DEV_ONLY","f0d029dda1df","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.postgres.TRIGGER","DEV_ONLY","a30bd7f3f74f","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.postgres.TRUNCATE","DEV_ONLY","274ad1e70e82","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.postgres.UPDATE","DEV_ONLY","75698545f5ce","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.service_role.DELETE","DEV_ONLY","1be7cb3380dc","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.service_role.INSERT","DEV_ONLY","af1145e67ff2","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.service_role.REFERENCES","DEV_ONLY","b671634e62de","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.service_role.SELECT","DEV_ONLY","dba1cfbd63e2","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.service_role.TRIGGER","DEV_ONLY","f4a6c89051f5","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.service_role.TRUNCATE","DEV_ONLY","ee5030aba7c3","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_group_members.service_role.UPDATE","DEV_ONLY","776553f8a396","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.postgres.DELETE","DEV_ONLY","002de53f37eb","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.postgres.INSERT","DEV_ONLY","1b36c0661b4a","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.postgres.REFERENCES","DEV_ONLY","e9a473b337be","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.postgres.SELECT","DEV_ONLY","d53db655841d","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.postgres.TRIGGER","DEV_ONLY","59c51d9acbfb","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.postgres.TRUNCATE","DEV_ONLY","fc7ea7d3c448","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.postgres.UPDATE","DEV_ONLY","0c540cbf2f72","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.service_role.DELETE","DEV_ONLY","d10638cfb754","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.service_role.INSERT","DEV_ONLY","79a765f783d6","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.service_role.REFERENCES","DEV_ONLY","d0664b2f182b","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.service_role.SELECT","DEV_ONLY","b6dbfaf83a20","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.service_role.TRIGGER","DEV_ONLY","60d9a5fea4e9","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.service_role.TRUNCATE","DEV_ONLY","59385aaf5345","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_groups.service_role.UPDATE","DEV_ONLY","470613a36fd6","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.postgres.DELETE","DEV_ONLY","32eb910ead13","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.postgres.INSERT","DEV_ONLY","63584e3bc0fc","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.postgres.REFERENCES","DEV_ONLY","665165e6f1e4","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.postgres.SELECT","DEV_ONLY","2d7e14e49e90","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.postgres.TRIGGER","DEV_ONLY","000e73b5616f","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.postgres.TRUNCATE","DEV_ONLY","cf6e3512601f","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.postgres.UPDATE","DEV_ONLY","b685d25a4afd","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.service_role.DELETE","DEV_ONLY","64ac84ba3664","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.service_role.INSERT","DEV_ONLY","6e3354581727","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.service_role.REFERENCES","DEV_ONLY","c9614eaf1524","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.service_role.SELECT","DEV_ONLY","5316f613a824","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.service_role.TRIGGER","DEV_ONLY","f1db8246342f","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.service_role.TRUNCATE","DEV_ONLY","2a12914c003e","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_overrides.service_role.UPDATE","DEV_ONLY","1db55fa1faaa","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.postgres.DELETE","DEV_ONLY","116fca22026b","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.postgres.INSERT","DEV_ONLY","772aa312ec31","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.postgres.REFERENCES","DEV_ONLY","dee69d14c720","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.postgres.SELECT","DEV_ONLY","b030d5a628bc","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.postgres.TRIGGER","DEV_ONLY","7a0c3886af17","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.postgres.TRUNCATE","DEV_ONLY","705903128b25","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.postgres.UPDATE","DEV_ONLY","06e20f106975","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.service_role.DELETE","DEV_ONLY","89dfed4ee21a","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.service_role.INSERT","DEV_ONLY","98eb45fd2c0d","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.service_role.REFERENCES","DEV_ONLY","b5ce817943d5","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.service_role.SELECT","DEV_ONLY","7ac951cfb4d3","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.service_role.TRIGGER","DEV_ONLY","207760b16c14","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.service_role.TRUNCATE","DEV_ONLY","607884774fd1","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_set_permissions.service_role.UPDATE","DEV_ONLY","2ab66cf44029","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.postgres.DELETE","DEV_ONLY","a1c530e70bf7","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.postgres.INSERT","DEV_ONLY","b72dd7756104","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.postgres.REFERENCES","DEV_ONLY","1de4d03371fc","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.postgres.SELECT","DEV_ONLY","d9e8509a5d43","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.postgres.TRIGGER","DEV_ONLY","bc980b6bfbea","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.postgres.TRUNCATE","DEV_ONLY","f4358fd4eb52","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.postgres.UPDATE","DEV_ONLY","51361e06038d","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.service_role.DELETE","DEV_ONLY","6ac624b2216a","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.service_role.INSERT","DEV_ONLY","1b400cfe589f","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.service_role.REFERENCES","DEV_ONLY","07b3ea12021c","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.service_role.SELECT","DEV_ONLY","6dff0d75a007","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.service_role.TRIGGER","DEV_ONLY","7b5aa58a6e92","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.service_role.TRUNCATE","DEV_ONLY","c10d3f6d07e2","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","permission_sets.service_role.UPDATE","DEV_ONLY","745b053449ec","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.anon.DELETE","MATCH","d87363ea2b8a","d87363ea2b8a","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.anon.INSERT","MATCH","6e513cc7cc45","6e513cc7cc45","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.anon.REFERENCES","MATCH","c0ba1212bef6","c0ba1212bef6","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.anon.SELECT","MATCH","1d3b3f1a151e","1d3b3f1a151e","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.anon.TRIGGER","MATCH","da4579933526","da4579933526","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.anon.TRUNCATE","MATCH","2e8238526c8a","2e8238526c8a","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.anon.UPDATE","MATCH","8e8fe996b09e","8e8fe996b09e","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.authenticated.DELETE","MATCH","037eca62d190","037eca62d190","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.authenticated.INSERT","MATCH","8689be2da2cd","8689be2da2cd","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.authenticated.REFERENCES","MATCH","54fb153f3013","54fb153f3013","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.authenticated.SELECT","MATCH","7bd008516081","7bd008516081","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.authenticated.TRIGGER","MATCH","6eb721dc4436","6eb721dc4436","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.authenticated.TRUNCATE","MATCH","de428e4cc029","de428e4cc029","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.authenticated.UPDATE","MATCH","c057836e76d8","c057836e76d8","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.postgres.DELETE","MATCH","47809d732260","47809d732260","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.postgres.INSERT","MATCH","c8952357b551","c8952357b551","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.postgres.REFERENCES","MATCH","c8652eb0d591","c8652eb0d591","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.postgres.SELECT","MATCH","679139756ba4","679139756ba4","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.postgres.TRIGGER","MATCH","b85be0cd1970","b85be0cd1970","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.postgres.TRUNCATE","MATCH","88c7d354aa90","88c7d354aa90","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.postgres.UPDATE","MATCH","cc1cff534015","cc1cff534015","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.service_role.DELETE","MATCH","f4b74b75d1ae","f4b74b75d1ae","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.service_role.INSERT","MATCH","e5211914ee18","e5211914ee18","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.service_role.REFERENCES","MATCH","b12577e213e5","b12577e213e5","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.service_role.SELECT","MATCH","a05cb3bd5076","a05cb3bd5076","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.service_role.TRIGGER","MATCH","e021f101670a","e021f101670a","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.service_role.TRUNCATE","MATCH","e2f073dabfe9","e2f073dabfe9","NO_CHANGE"
"B1_OWNED_TABLE","table_grant","public","primary_change_requests.service_role.UPDATE","MATCH","4a85595ed59d","4a85595ed59d","NO_CHANGE"
"B1_OWNED_TABLE","table","private","auth_session_permission_modes","DEV_ONLY","e5fb3d16477f","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","administration_audit_log","DEV_ONLY","3bb4fc70da4b","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","administration_integrity_snapshot_batches","DEV_ONLY","569379f68470","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","administration_membership_integrity_snapshot","DEV_ONLY","fe2d3b43988b","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","module_feature_flags","DEV_ONLY","4787c47593d8","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","permission_assignments","DEV_ONLY","3cfcf02ea8a2","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","permission_catalogue","DEV_ONLY","55ceb976b91c","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","permission_group_members","DEV_ONLY","9ed1792a0ae0","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","permission_groups","DEV_ONLY","10b386c8eff2","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","permission_overrides","DEV_ONLY","e784bcb9f398","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","permission_set_permissions","DEV_ONLY","24dd025e5540","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","permission_sets","DEV_ONLY","913659b29a67","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","table","public","primary_change_requests","MATCH","3d26d7ebd1d3","3d26d7ebd1d3","NO_CHANGE"
"B1_OWNED_TABLE","trigger","public","permission_assignments.permission_assignment_scope_guard","DEV_ONLY","254cbe2f0722","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","trigger","public","permission_assignments.protect_coordination_system_assignments","DEV_ONLY","627b6d2f35fc","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","trigger","public","permission_set_permissions.protect_coordination_system_set_permissions","DEV_ONLY","d67200e7caf0","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","trigger","public","permission_sets.permission_set_owner_scope_guard","DEV_ONLY","ce877006aff1","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_OWNED_TABLE","trigger","public","permission_sets.protect_coordination_system_permission_set","DEV_ONLY","849fe3bb57ae","","CURATE_IN_COMPATIBILITY_BRIDGE"
"B1_SEQUENCE","sequence","private","auth_session_permission_mode_revision_seq","DEV_ONLY","25a7d1f48ece","","CURATE_IN_COMPATIBILITY_BRIDGE"
"DEPENDENCY_TABLE","constraint","public","associations.associations_abbreviation_key","MATCH","886862b2852c","886862b2852c","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","associations.associations_default_match_duration_minutes_check","MATCH","1a43b27e267f","1a43b27e267f","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","associations.associations_fill_in_access_grace_minutes_check","MATCH","396a653c6da1","396a653c6da1","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","associations.associations_pkey","MATCH","314ccb64b087","314ccb64b087","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","clubs.clubs_abbreviation_key","MATCH","907da1153c7d","907da1153c7d","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","clubs.clubs_association_id_fkey","MATCH","03b85ee52ffd","03b85ee52ffd","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","clubs.clubs_pkey","MATCH","9ba0eb573624","9ba0eb573624","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","divisions.divisions_association_id_fkey","MATCH","abe175792dd9","abe175792dd9","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","divisions.divisions_competition_id_fkey","MATCH","bbd07c05e1fc","bbd07c05e1fc","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","divisions.divisions_default_match_duration_minutes_check","MATCH","3365c72c9002","3365c72c9002","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","divisions.divisions_pkey","MATCH","8e6cb656b9cb","8e6cb656b9cb","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","divisions.divisions_season_id_fkey","MATCH","bf204e29c98b","bf204e29c98b","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","divisions.divisions_umpire_vote_scheme_key_check","DEV_ONLY","fee1f33a538c","","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","profiles.profiles_id_fkey","MATCH","59cdb0df57de","59cdb0df57de","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","profiles.profiles_pkey","MATCH","a53b46fb9e77","a53b46fb9e77","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","profiles.profiles_registered_club_id_fkey","MATCH","a0ff86b2f9e7","a0ff86b2f9e7","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","profiles.profiles_theme_preference_check","MATCH","422b9ff9cb50","422b9ff9cb50","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","requests.requests_association_id_fkey","MATCH","00cbe45adfc7","00cbe45adfc7","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","requests.requests_cancelled_by_fkey","MATCH","4ef723b78a74","4ef723b78a74","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","requests.requests_club_id_fkey","MATCH","98022752c185","98022752c185","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","requests.requests_membership_type_check","MATCH","33a881c5b2c3","33a881c5b2c3","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","requests.requests_pkey","MATCH","40b654e6fcf3","40b654e6fcf3","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","requests.requests_requester_id_fkey","MATCH","8954b7f53ad3","8954b7f53ad3","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","requests.requests_responded_by_fkey","MATCH","26a5b39064ef","26a5b39064ef","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","requests.requests_target_user_id_fkey","MATCH","f4f1b4f69a21","f4f1b4f69a21","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","requests.requests_team_id_fkey","MATCH","be4a7419043a","be4a7419043a","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","team_memberships.team_memberships_invited_by_fkey","MATCH","e5d2e912927e","e5d2e912927e","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","team_memberships.team_memberships_pkey","MATCH","cbb24be8c3bd","cbb24be8c3bd","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","team_memberships.team_memberships_team_id_fkey","MATCH","9de13b2963c0","9de13b2963c0","VERIFY_DEPENDENCY_ONLY"
"DEPENDENCY_TABLE","constraint","public","team_memberships.team_memberships_user_id_fkey","MATCH","7af25dba1c59","7af25dba1c59","VERIFY_DEPENDENCY_ONLY"
